8.05084	-0.972913	-0.670003	1.4294	1.34457	0.539376	-6.64198	4.54883	-0.712056	6.40622	0.393113	8.42701	-6.00561	-2.06295	4.4094	3.64207	8.13776	-1.91723	5.30537	2.76528	-1.23531	-1.94641	3.93393	-0.308817	-4.22482	-3.72662	-1.79525	3.2183	0.39767	-0.0683027	-1.53776	-2.42201	-5.0808	-1.52426	-0.427864	1.29575	-1.17921	-4.44091	11.1441	-0.106045	-3.11338	0.560477	-1.03943	4.69407	-1.68218	-5.7774	0.734143	-1.25529	-0.0515367	2.19167	-3.94317	-0.369516	-1.17511	4.85874	2.70167	-0.459321	-0.127102	-1.64749	8.62287	1.84808	-7.24443	0.380032	0.271099	-1.98161	-3.82495	-2.87564	0.440715	3.36551	-0.611135	0.236276	-1.26599	0.739167	1.49305	1.26996	-2.39251	1.65151	-2.62724	2.94976	0.689768	-0.679527	1.08177	5.22553	-0.390654	2.83817	-0.340408	7.80309	-0.180694	0.789818	1.12623	1.62001	0.189009	-4.18263	-5.24997	-2.63712	3.3038	-1.71787	-0.744605	4.0198	-0.163625	1.96057	1.30721	-0.89998	-3.36537	-2.61857	-2.91563	2.19973	-0.778739	-2.86505	-0.169492	1.15084	1.14154	3.81827	-1.86643	3.01643	4.3927	2.94883	-0.350305	-0.851346	7.68863	3.23453	-6.80616	-1.53284	0.634747	-1.71715	6.26517	3.56845	0.945665	3.64046	-1.45144	-0.235126	1.20785	3.13114	-0.9123	2.96342	-0.957222	3.92691	1.52363	-6.86548	-1.64415	-4.90191	0.428986	-4.28295	2.12705	4.20352	2.11432	2.21499	-1.97126	-1.49078	1.01347	-0.382086	-2.47397	-3.63045	2.43041	-0.964104	0.374317	1.26201	-1.89372	-0.325406	1.21504	0.541208	1.45642	0.516794	-0.990411	-3.34184	-3.51672	0.242735	-2.18174	-3.87077	4.62122	3.75642	-10.055	1.73847	-0.601179	-1.01934	-2.4513	-4.9134	-4.0844	-2.6719	-6.83429	-3.60372	-1.17227	0.175564	1.54879	2.1202	11.6823	4.68637	0.163404	3.08641	-3.54807	-0.742012	0.496849	-1.49004	2.52064	-1.43962	0.726566	-0.592103	-4.23004	-2.48293	0.984724	-0.799813
1.66919	3.86188	-0.763788	0.966621	4.54624	-0.0308593	-2.14722	0.743265	-4.69926	-0.324952	-4.06897	1.16055	2.28967	0.269721	0.134953	0.114428	0.0383112	2.88117	-0.438504	-0.432707	1.88193	0.895677	-0.457334	3.25831	4.44157	1.34684	-3.33308	-1.30312	-0.0477005	6.06475	0.305404	-0.685576	-0.576431	-0.527862	2.03108	-2.37474	0.0960225	1.25384	-2.04133	1.24613	-0.0453328	0.0287285	2.2906	3.63987	0.88757	-1.18051	1.49951	0.662913	0.807968	0.535202	2.86614	-3.93496	4.74466	-2.4484	-0.929186	0.840186	-0.459534	-3.23876	1.1913	0.0638238	1.5469	-0.0304437	-3.05245	2.86225	2.83439	3.37401	-2.04359	1.75632	-1.14558	0.832403	-1.42784	3.3616	1.10094	-3.33578	-5.32395	-1.48483	-1.86293	4.33269	-0.189166	2.43246	0.356271	2.6568	-0.714228	2.33003	-0.261734	3.25136	-0.612899	-2.08962	1.17036	2.39596	0.578572	-0.917535	-4.90389	-5.48491	0.746132	-1.32427	-0.0602411	3.88894	-1.05835	1.8679	-0.623945	2.89946	0.286716	3.01336	-1.07062	3.2835	2.17222	-2.06031	-0.852108	2.60388	2.9429	-1.49911	1.37385	-1.35708	1.01269	2.88099	-1.79538	1.06811	0.29194	4.31824	-1.85363	-0.385604	-1.47921	3.88819	-1.97332	1.16305	-5.23079	-2.23513	-4.8769	-2.0699	-3.15813	4.52456	-2.49393	-1.19473	-0.741426	0.92475	1.34447	0.354687	-3.30903	-3.01279	1.19389	-0.611184	-1.09344	2.0754	2.24237	0.745456	-1.26528	-0.147176	3.40059	-6.50687	1.79426	-0.784435	6.51422	-5.44892	-1.28408	-2.31413	3.07314	3.71368	4.82464	-0.422939	1.92218	1.07649	-0.15704	-1.51829	-1.89044	2.50715	-1.1091	-2.12078	-2.53924	-3.04774	-1.10794	0.85903	-2.15815	2.31652	0.304897	-1.74248	0.0196436	0.706078	-0.921943	-4.20642	2.71712	-1.69937	0.187814	-2.99263	-0.437001	1.39697	3.4924	2.3285	-3.0322	2.56787	4.02833	-1.24948	-0.0498867	6.18294	6.43148	-0.234757	1.12226	-2.7514	-0.343544	0.473342
3.16067	2.80171	-0.739311	2.0035	0.617685	2.63509	-2.5527	-0.402752	-2.06255	0.368903	0.423965	3.93715	-1.54975	-1.45422	2.35221	-3.96729	3.95242	0.858888	1.74192	-0.456151	0.538464	0.737375	2.05228	1.77212	-1.14161	-0.421457	-2.36182	-0.786756	0.236194	4.34452	0.554479	0.340436	-3.30961	1.73882	1.74348	-0.972074	0.847698	-4.07241	4.293	-0.376335	-0.461477	-3.02763	3.34683	1.89094	-0.0453569	-1.7423	0.642731	-3.29968	0.684378	3.95891	0.293351	-0.38353	0.910585	0.845389	1.24678	-2.62613	1.70922	0.282777	3.3309	0.631578	-2.79072	0.967723	1.24232	-1.89067	1.27763	1.86594	1.90964	-1.02348	-0.0549969	0.32165	-0.231529	1.71458	2.72066	0.9555	-1.73326	2.49514	-0.105355	6.3187	-0.610441	2.97763	2.70921	3.11538	-1.9755	4.41091	1.09303	0.399778	0.0149862	-2.29194	1.65744	-1.36946	-3.85737	0.451063	-2.80583	-7.47167	3.36394	-0.160905	-1.80054	1.81422	-3.35429	-2.95779	0.973486	0.852095	1.40475	2.96055	-4.72496	2.22772	1.13025	-7.78984	-2.46241	5.30372	2.5894	0.536316	1.42087	4.59029	-0.351751	7.1027	-1.65293	2.10465	3.9933	3.47458	-1.61329	-0.610371	-4.19852	-1.15703	1.94707	2.79054	-0.913966	0.300385	-2.31109	-2.00783	-1.35687	3.1629	-1.71451	0.106489	0.643	2.27907	1.75879	-3.88014	-4.93318	-1.33059	0.471159	-0.402345	-0.110767	0.736514	1.85554	0.874649	-5.56356	-2.55356	0.594929	0.87712	-0.400159	1.93635	1.44475	-2.33657	-3.20675	-0.41487	0.903105	0.201811	3.70588	0.217983	2.30426	1.94614	0.919779	-1.76972	-4.97351	0.587408	-0.619561	-4.89627	-0.100559	2.10904	-5.10386	3.06932	0.65611	-1.32189	0.227371	-4.73961	-4.46114	1.32938	-0.67395	-0.129637	0.721726	-0.22491	2.98319	0.877375	2.0579	2.78793	-0.168345	1.28874	-1.83362	-1.6735	3.57914	-1.69103	4.10045	3.41927	3.67008	2.54096	-1.09162	0.595248	1.49963	-0.131111
3.31432	-1.54602	-0.78416	-0.270655	-2.71414	3.73106	4.59069	-7.55843	5.08537	-0.534445	-3.72339	4.88477	-0.106028	-0.985519	4.95263	-4.78419	-0.559301	4.63041	-5.84345	-2.8722	-1.80266	0.828305	4.17735	1.83592	1.35929	5.85228	-2.27507	-0.745876	-5.43628	3.47385	-2.31594	1.2753	-2.48689	0.57234	2.20824	-2.32889	2.7945	-5.75797	7.78695	0.343132	3.60268	-1.52223	5.00455	-0.0748216	0.831415	-1.53767	-1.50603	-0.225579	0.379026	4.86571	5.67256	3.30375	2.53559	2.25139	4.20548	-1.12516	5.73442	0.840985	2.64158	-0.416555	0.474606	-0.879539	-4.89514	3.04806	4.60251	4.22671	-1.22344	-5.63706	0.146496	-3.38842	-2.59629	-1.36322	0.107992	-5.94127	-1.69372	7.8277	0.160929	3.87051	-8.53159	3.5852	-3.11918	-1.60324	-3.2069	5.44757	-4.29666	0.228235	3.51662	-0.46741	-1.35688	-2.71384	-5.74502	1.10711	1.43974	-1.23757	2.73866	3.37665	-3.08438	-3.1109	1.28937	-3.35007	2.13337	-0.583069	4.25194	8.24695	-4.00657	-0.403602	2.36972	-0.150063	-2.79815	3.64288	-2.55839	-3.77519	3.32244	-1.53637	-6.11987	2.9924	-1.35405	0.655212	1.67758	-3.39458	-1.48825	2.55053	-3.13852	-2.42269	3.44718	2.50135	-0.61323	-0.178875	-1.63291	-0.801203	-5.46414	2.3361	-2.00112	1.09771	2.83588	4.62719	-1.4129	-5.87988	-0.360633	1.65096	-5.30563	-1.54074	2.65359	4.60951	-1.38476	1.94712	-0.66327	-4.90114	4.27795	1.59028	4.30053	1.74523	1.70843	-3.96466	-0.994736	-0.0744965	0.139847	5.61279	4.615	-3.6025	-0.99622	-0.428778	-2.77436	-0.748908	-3.47891	-0.659098	5.01809	-2.84532	-2.656	1.90326	5.31805	4.27368	1.18257	-2.42141	2.55862	-1.3879	-3.25776	6.43196	5.79374	0.505078	-2.17088	-3.34033	0.37473	2.57645	2.38056	-4.30095	-3.65549	-3.66771	1.3399	-5.80729	4.28258	-1.95047	1.23472	4.68487	1.61125	2.53201	4.52797	-3.79567	-2.9987	-5.09601
-0.704163	-0.57749	-3.28475	1.25035	2.2698	4.03595	0.494961	0.192564	-5.4623	-4.43599	1.41131	1.12078	2.6154	1.85776	-4.0755	-2.69864	1.12319	-0.0848454	-1.15264	3.86601	-4.4569	2.55968	-1.61761	-2.35855	1.34701	1.81699	0.597807	0.690472	-0.14019	4.36891	-1.03563	-1.15996	2.61951	3.24181	-1.14901	-6.18879	-2.06039	-1.80627	-3.37311	0.202981	-0.710295	-1.23931	4.24203	-1.21613	1.35668	3.93379	1.52998	-4.08782	-0.228727	-0.325288	2.67898	-4.76414	-0.931752	-1.80729	-1.14856	-2.4077	0.4598	-0.35699	-1.30531	2.87456	0.9974	2.7872	-1.01404	1.03368	1.90648	-2.25787	-1.37838	0.553302	2.65277	-1.69899	-0.543836	6.12501	0.498749	-1.49406	2.62936	3.65856	1.3355	2.88756	-1.87835	2.21992	1.50395	2.41295	-1.34619	-0.123573	1.94301	-0.895643	-0.370377	2.26253	-0.231064	-1.55987	0.218604	1.16072	-2.88082	-7.61399	-5.89384	-1.59198	-3.52663	0.934447	-3.60772	1.04805	-1.0051	1.82834	-1.7592	1.69296	-1.77089	5.18234	1.46284	-2.45368	1.05558	2.53258	-1.45852	-1.41073	0.559374	-6.79438	-0.0266756	0.560535	3.59592	4.10444	0.617053	2.37085	-2.62801	0.693791	-1.58922	7.02561	-3.30603	-0.588336	0.7731	0.843087	-3.54804	-3.67433	-0.623552	2.21665	-3.66152	-1.12689	-0.830516	1.38149	1.03299	0.428096	0.194946	1.37344	1.0718	3.08116	0.811335	1.825	0.458559	-2.38134	-2.96017	-3.42694	4.08958	-4.14715	-0.536673	2.43973	1.34866	1.6738	-3.41034	-10.0608	1.73458	2.97665	4.54525	4.88667	3.64548	1.59728	0.0336421	-3.15792	-1.06691	0.62213	-2.48991	0.0290152	0.439271	0.317955	-1.99197	-1.30099	-3.35838	-1.55234	-0.750665	-3.39451	-0.26121	-2.24067	0.188843	1.07753	-2.427	-2.60033	2.03508	-0.964474	-2.83873	6.63012	-1.15728	1.75407	-1.03481	3.07161	1.40137	0.996903	0.722153	8.49518	4.51294	-0.714746	2.12973	-4.81688	-0.616484	-2.94511
5.48024	2.20253	4.32556	0.975509	1.82932	0.419213	-1.48151	4.76107	-4.73669	-1.36192	1.54665	5.06512	-3.57874	0.346459	2.32452	-1.97475	6.14286	4.16673	0.435217	1.05632	-0.0394651	1.46171	3.8416	-2.95514	-1.08414	2.50469	-3.33633	0.0633548	-3.14755	3.26371	-4.86453	2.55936	-1.89773	2.27991	-3.61043	-3.61004	-0.683969	-2.45446	0.221743	2.50514	1.31367	-2.70927	3.99596	2.18644	-2.99265	1.28739	1.06443	-4.57406	-0.188899	5.52986	3.34799	-1.96701	0.984398	-1.8034	3.03697	-4.36768	4.29493	-3.20859	0.00311683	-0.223724	-3.36346	2.05086	-0.44565	-0.281289	-1.28271	-1.59063	-4.35134	-5.1602	3.18015	-1.32283	0.507952	1.26634	2.43736	-5.08394	-1.06373	1.01632	3.07451	3.09076	-2.35647	5.08507	-3.32089	1.78583	-1.93454	1.32397	-2.03204	-0.249506	-1.36727	-4.08253	4.3466	-1.68745	-1.37921	1.88656	0.565045	-6.9878	4.42516	0.382852	-0.637812	1.90966	-2.15213	-0.637548	-0.181948	1.61331	1.17388	2.10667	-7.13294	1.31827	-2.75937	-6.54888	-4.78669	5.97351	2.99195	2.18209	2.39556	-0.373994	-1.48034	7.63844	2.17516	2.00637	3.07671	4.03502	-3.09173	2.30375	-8.27429	4.18053	2.93788	2.33131	1.3762	0.147606	-4.64245	0.232201	-4.65244	3.33704	0.625883	-2.33408	-0.244884	6.29045	5.56336	-5.0655	-6.19033	1.0058	2.00344	-2.59894	-0.358572	3.57466	-0.723739	2.87387	-0.88765	-5.4444	3.9306	-0.256228	0.640743	2.19514	-1.5813	0.282285	-5.10035	-0.430371	-0.408759	-4.76817	0.0176847	-1.34901	4.44804	3.13699	1.29769	-0.735784	0.0161204	1.06389	-1.78415	-4.7786	0.498637	2.46808	-2.7938	0.971845	-0.738001	-4.34969	2.5842	-1.03897	-7.63547	2.41504	0.87687	-1.06539	-2.02233	-4.209	4.81216	-0.382476	1.35987	1.51498	-6.35131	-3.12248	0.345539	0.0425776	3.8556	-2.21046	3.52208	3.86502	0.761376	3.80761	2.86486	-0.477663	2.04338	1.06898
4.89155	-3.30658	-0.878498	-4.99958	-2.82494	0.673145	-5.65302	0.569803	-2.54298	1.92099	0.11869	0.260171	0.935295	0.207658	0.351349	7.10566	6.56614	-3.79642	-1.06068	2.23965	-4.46983	1.80316	1.60248	0.303194	-5.22671	-1.30702	-2.75819	2.05015	-2.93319	-3.69932	-0.138036	-0.503957	4.81236	-5.12382	-3.94374	-0.280418	-0.582062	-1.68806	6.42549	4.19798	-2.16125	-1.89118	1.11622	1.30244	-4.0897	-2.45695	2.63963	-1.40756	-0.111681	0.0221501	1.10277	0.130948	2.16108	0.0291392	4.41593	-0.417384	-2.56552	0.665135	5.98644	3.09493	-0.212487	0.699158	-3.16565	-1.88941	-3.32188	-3.57191	-4.06077	4.86364	1.77508	-4.90721	-1.23417	1.90319	-2.49362	1.3095	-4.32053	2.30959	-0.231877	3.69498	-1.92839	-0.93545	0.707789	4.52351	0.651896	3.63691	1.51644	8.39763	-0.855055	3.71797	0.210266	3.33527	1.08427	8.05627e-05	-4.31667	0.551278	-3.94754	-5.14877	-5.55761	1.37485	-1.46721	5.71894	4.22704	-0.155703	-0.485153	0.420512	1.82436	5.33088	1.24833	6.7624	-0.520602	-7.00843	-0.977437	1.49166	-3.96282	-2.52518	0.895555	-4.40151	1.17405	-1.4978	7.36461	-4.43303	-2.36571	-1.56701	5.1706	7.80884	5.06415	6.68976	5.47085	0.833233	-1.58592	3.78109	2.45405	4.17575	-1.16414	4.56141	-2.49551	6.96428	4.67302	-3.37117	5.25261	-0.424825	-1.52866	-6.51255	4.18225	6.34951	6.13444	0.634138	1.71857	0.755686	1.78343	-4.17202	1.08508	-2.33095	2.96346	3.98803	-0.362663	1.06497	4.23325	-1.8213	1.5309	2.17817	-2.76493	-3.86533	-3.36441	-3.1025	0.649207	-3.94668	2.09086	-5.70907	3.69652	1.66578	-3.15608	-0.778004	-3.43544	-2.62347	-5.5729	-4.53938	-1.72429	-5.53328	-1.91105	-3.12953	-3.58736	0.0353819	-0.925589	0.618652	4.88337	4.01132	1.22399	-1.03613	1.31953	-0.626734	-2.78474	2.30401	-0.491619	7.02275	2.66862	-0.378383	-2.15499	-2.80102	-4.61548	-1.97254
1.22762	1.16896	-3.17446	0.575854	4.63203	0.128191	-3.93458	1.58936	-3.44727	1.3958	-0.416677	1.25284	1.39813	-0.0238932	-0.402158	1.74836	4.18148	0.920965	-0.969787	-3.35604	-1.09104	0.0722441	1.5568	0.807247	0.109347	1.63259	-0.153511	1.44165	-1.43757	2.83564	-0.217319	-5.02523	1.92858	-0.600967	-2.23645	-1.77774	1.51147	-1.47354	0.261114	-0.667426	-2.10468	-2.6509	4.14069	1.26891	-3.3072	-0.432916	1.75916	-2.34003	0.47225	0.805916	-2.08187	-0.774563	1.72409	-1.1556	-2.11688	-0.696852	-2.74799	0.553119	1.7395	2.7705	-0.325151	2.3678	-3.04112	0.375933	1.04346	1.17883	-2.27746	0.993542	0.397641	0.367823	1.07007	3.7781	1.59982	-3.18585	0.596623	0.338838	0.337076	4.46748	-1.91084	2.64201	3.00528	2.45253	-3.18097	0.490301	1.26948	-0.585999	1.27322	-1.55374	2.66368	3.69427	-1.40319	1.51169	-4.13806	-2.55882	-0.0274505	1.47603	-2.14345	2.69294	-4.21659	1.38264	0.579894	-0.231416	4.33163	0.358532	-2.79145	2.05774	1.31637	-3.05465	-5.12985	3.9721	3.42648	1.69999	3.60897	0.576193	1.69772	3.09207	-2.36115	3.13602	1.18058	-1.09175	-0.767139	-0.552942	-2.31929	4.03149	-1.85388	-1.10368	-1.08435	-0.399349	1.06858	-2.28713	1.39917	0.224796	-2.67921	-1.38686	2.28842	1.99684	5.23395	0.886189	-2.03334	0.000781412	-3.45315	-2.67314	-1.52932	0.862296	3.11479	-0.0464648	-3.59122	0.178753	0.760531	0.910507	-0.719044	1.27179	0.0111327	1.77303	-2.17356	-1.7722	0.35397	2.44214	4.47902	-0.175608	3.61141	4.77293	2.18767	1.22477	-3.47901	2.75514	-2.17579	-3.66502	2.64465	0.874743	-1.8731	2.8704	1.30533	-1.91954	-0.36936	-0.704338	-1.71616	0.397759	0.269715	3.21052	-0.920202	-2.28415	-0.356679	-1.06389	2.35164	-0.10725	1.48459	2.26521	1.35023	-1.8224	-0.557884	0.530973	3.57939	9.02472	3.87103	-2.03662	-2.74314	1.13796	-0.542783	1.9071
1.53163	0.69234	0.271362	4.8028	0.790441	5.96708	0.924819	-2.39646	-5.51022	3.16338	2.52133	4.77007	-1.34759	0.135734	4.48891	-5.12349	2.92553	0.718036	0.455289	0.275792	0.776333	-1.34946	-0.351467	1.81998	-2.47438	0.785222	1.26873	0.68038	-0.751104	2.45369	3.27327	5.22597	-2.45024	1.48919	-0.845607	-2.33786	-3.35024	-0.581743	0.976021	0.174731	0.256381	0.794607	-1.86693	3.81581	-0.65196	0.0985423	0.895942	-4.46858	-1.23683	1.85769	-1.03996	0.127154	1.28643	1.17901	2.30435	-3.45521	4.36893	0.535949	3.98266	0.208724	-5.64108	-1.20592	4.52809	-2.39619	1.15168	1.51361	0.118914	1.48433	2.05594	3.68604	-4.44591	2.12708	0.627082	2.73157	-2.65656	0.140227	-0.799334	6.14332	2.16246	-0.970618	2.00314	4.12442	-0.710517	1.92352	-2.89926	0.495388	-2.97268	-5.4799	-1.19824	-1.35886	-4.82551	-0.656831	-1.65592	-7.14242	2.49204	-2.03739	0.0922873	0.911066	-3.68694	-3.98095	-1.11049	-0.175793	0.746185	5.97871	-4.07348	4.18418	2.72761	-7.23637	-4.24587	2.55924	2.78671	-1.43098	-1.50422	4.54844	1.67482	2.26244	-3.8491	1.70729	0.89169	4.21545	-1.60887	-0.122152	-3.43361	-3.86922	2.04402	4.70697	-0.368183	-1.24576	-2.39896	0.678601	-0.317487	4.01719	-1.98827	-1.45419	0.255866	0.801536	1.107	-1.64946	-3.66327	1.00217	2.79285	2.46612	-2.20457	-0.659127	1.11942	1.778	-6.59141	-1.95769	1.77003	0.15343	0.646202	1.99902	-1.27167	-2.9952	-0.0728819	-2.1249	0.355482	-0.230271	3.82706	-4.82637	2.31002	-3.69898	1.8298	-4.39254	-4.37921	-2.05003	1.47481	-3.73957	-0.134052	1.77708	-5.2553	1.81205	2.56197	-4.00457	0.341109	-2.98673	-2.31188	-1.51341	-3.07837	-0.382718	5.1175	-0.224915	1.89641	0.38948	-1.74127	0.202277	3.81205	2.5092	-2.27608	-2.654	-2.69229	-4.17265	3.50936	-1.41978	5.66266	3.23351	2.70901	1.17519	-0.832752	1.75355
4.27888	-2.13099	-0.153755	2.41537	3.24453	5.46463	-2.2167	2.8231	-2.93477	4.14715	4.95181	2.70839	-0.727538	0.219165	1.52916	0.0222494	3.00277	-4.15726	2.32654	0.834217	1.33268	0.272831	-0.160635	3.51949	-6.19929	-4.06655	-0.0409787	-1.2371	4.03421	0.22875	4.66283	-0.533373	-2.36012	3.00107	-2.55075	-2.01545	-4.09665	5.73925	3.02869	-0.923252	1.19882	2.59111	3.82248	2.51704	-2.15509	1.29137	0.72783	-3.62424	1.37463	0.599984	-1.39484	0.849446	4.05669	-3.31204	-0.0588189	-3.74178	4.35582	0.475017	0.937095	4.43732	-2.6884	0.322617	5.33565	-4.20652	-1.34181	-0.746761	2.04656	1.49375	5.23288	-2.39389	-3.16723	0.993085	1.15229	3.67393	-4.18228	0.332951	3.19345	2.09274	4.78625	-1.29055	7.76793	-2.27735	-1.1224	1.00195	-0.59994	1.67763	-1.58974	-4.40965	0.330295	-3.04164	-1.12193	-5.53309	-5.89801	-3.20832	5.58836	0.185878	-4.3046	3.52475	-0.690601	-1.89492	3.58733	-0.392319	-5.19525	0.565039	-3.43265	-0.62435	2.6045	-6.38695	-2.33921	5.71401	2.567	-0.588247	-1.5653	6.89826	6.6653	3.87687	-0.909054	0.820054	6.28102	6.07098	-5.58748	1.1082	-2.63483	-3.80871	6.91793	-0.579526	-0.735553	1.16454	-4.73718	1.41578	0.824994	4.05007	1.61257	-1.14823	-2.56907	2.44483	1.91855	-2.56229	-3.00728	-2.35795	2.37273	1.48172	-2.45214	1.56571	1.44623	-5.37083	-6.02578	-0.381312	-0.853332	-3.96625	-2.48741	2.80221	0.92715	1.96897	-1.14553	0.359231	4.49977	0.692465	0.651309	-2.28942	1.82222	0.302518	1.77088	-4.30355	-1.69759	-0.101753	1.62274	-0.508703	3.07975	5.03684	-3.62916	2.03738	1.50552	-1.72693	3.68263	-0.714948	-1.0458	-0.596134	-3.58184	-4.74544	2.55705	-0.745863	4.42656	0.142604	-0.156899	3.67608	1.08837	1.50788	2.05413	1.97876	-0.476442	-5.71268	1.42201	-4.60629	1.1694	2.17627	-6.781	2.00993	5.29314	1.02489
